ID,CATEGORY,TOPICS,SOURCE,HEADLINE,TEXT,LINK
287,FALSE,Política,Periodista Digital,Una edil del PSOE pide que los burdeles de Alicante contraten discapacitadas como prostitutas,"La concejala del grupo municipal socialista de Alicante Llanos Cano dejaba, este  jueves 26 de septiembre, estupefactos al resto de los ediles de la Corporación municipal de la capital alicantina, incluidos los de su propia formación a juzgar por sus semblantes, al sugerir durante el pleno que los «macroburdeles» de la ciudad contraten a personas con discapacidad.

Y esa sorprendente declaración de la concejala Cano, no se sabe si para favorecer a un colectivo como el de las discapacitadas o para atender a una suerte de perversión sexual de los futuros clientes, ha tenido su razón de ser (según ella) en la aplicación de la legislación vigente.

Así durante la intervención de esta concejala socialista sobre una moción conjunta del PSOE, Podemos y Compromís contra la prostitución y la trata de mujeres (en la que ha destacado que la provincia de Alicante es «la tercera de España en número de prostitución») ha señalado que «el Noticia 42 de la Ley General de Derechos de las personas con discapacidad exige que las empresas públicas y privadas que empleen a 50 o más trabajadores vendrán obligadas a que entre ellos el 2 por ciento sean trabajadoras con discapacidad. Nuestros macroburdeles tendrían que tener a personas discapacitadas trabajando».
Entre las caras de estupefacción del Salón de Plenos Llanos Cano ha seguido su sorprendente argumentario en forma de reiteradas preguntas retóricas:

«¿Se puede considerar trabajo que un grupo de mujeres sea un objeto de consumo para una parte de la población masculina, los puteros? ¿Se debe considerar un trabajo la institucionalización de la satisfacción sexual masculina? ¿Se debe considerar un trabajo la conversión de las mujeres en mercancías? ¿Se puede eliminar la impunidad de la violencia sexual de la prostitución cuando en realidad es parte constitutiva de la misma?

“Si su respuesta es sí a cualquiera de estas preguntas, les animo a que valoren las próximas consecuencias», ha dicho Llanos Cano, considerando que «una de las principales» sería la obligación de los clubes de alternes con más de 50 trabajadores de contratar a personas con discapacidad.

Algunos se pasan de frenada en eso de la reivindicación de derechos e interpretación de la ley…",https://www.periodistadigital.com/politica/20190926/concejala-psoe-pide-burdeles-alicante-contraten-prostitutas-discapacidad-noticia-689404147779/
289,FALSE,Sociedad,Esdiario,"Calvo defiende el gasto en putas en Andalucía: ""Era agenda de género""","El viaje de Pedro Sánchez a un concierto en la playa era ""agenda cultural"", y el gasto en prostíbulos con tarjeta oficial en Andalucía fue, según la vicepresidenta, ""agenda de género"".
Pedro Sánchez no se fue en avión oficial de conciertos a la playa por capricho, sino que se sacrificaba por los creadores e incluyó la cita en su ""agenda cultural"", según la vicepresidenta Carmen Calvo, cansada de tener que aclarar ""obviedades"".

""Ahora me dirán que el gasto en puticlubs con tarjetas de crédito oficiales en Andalucía es una juerga sexista, pero todo el mundo sabe que nuestros chicos allí estaban trabajando en agenda de género"", aclaró Carmen Calvo sin que nadie le preguntara ""porque me sale del páncreas"".
Para evitar más reproches de la extrema derecha, que a su juicio no entiende el enorme sacrificio que tiene para Sánchez obligar a su mujer a estar con él en la zona Vip del Festival de Benicassim tras volar en el avión oficial de la presidencia ""pudiendo estar en casa entretenido con los huesos de Franco"", Calvo detalló el decálogo del Gobierno y exigió a los medios de comunicación que se lo aprendieran.
- El Gobierno no se da comilonas, tiene agenda gastronómica.

- El Gobierno no se va de vacaciones, tiene agenda reflexiva.

- El Gobierno no se entrega a Quim Torra, tiene agenda dialogante.

- El Gobierno no carece de votos, tiene agenda de minorías.

""Un tío con suerte""

La también ministra de Igualdad desmontó la hipótesis de que Pedro Sánchez se pusiera una reunión de cinco minutos con Ximo Puig en Castellón como excusa para fletar el avión presidencial e irse luego a la playa. ""Fue una casualidad. El presidente tiene mucha suerte en general, ahí lo tienen en Moncloa al tío, espero que eso al menos me lo acepten"", terminó.",https://www.esdiario.com/opinion/134914568/Calvo-defiende-el-gasto-en-putas-en-Andalucia-Era-agenda-de-genero.html
290,FALSE,Sociedad,RedRaiove,Ranking de Transparencia: Colombia es el país más corrupto del mundo,"La Organización Transparencia Internacional publicó esta semana el ranking de países más corruptos en el mundo, donde destaca Colombia como el primero.

La medición es el resultado de una encuesta hecha a 20 mil personas, en la que cada uno determinó cuál le parecía el país más corrupción entre una lista de 73 nombres.

De acuerdo a los resultados divulgados por el medio estadounidense “U.S.News”, anualmente en Colombia se pierden en los coladeros de la corrupción unos 14 mil millones de dólares al año; una cifra que equivale a poco más del 4% del PIB de Colombia en 2018.

El segundo país más corrupto de acuerdo al Ranking de Transparencia Internacional es México y completa el podio Ghana. El resto del listado queda de la siguiente manera: Myammar, Guatemala, Arabia Saudí, Brasil, Kenya, Bolivia y Rusia.

La organización Transparencia Internacional es una ONG alemana ubicada en ese país y que define la corrupción como el mal uso del poder público para el beneficio privado. Colombia, además de la sombra de país más corrupto, lleva consigo otros títulos menos honorables como el de primer país productor de cocaína en el mundo. El vecino país aumenta cada año sus niveles de procesamiento de drogas y extiende las hectáreas de cultivo ilegal de coca.

Su clase política se ha visto envuelta en escándalos de relación con el narcotráfico y el paramilitarismo, así como la institucionalización de la compra de votos para beneficio de los partidos de derecha.

Al mismo tiempo Colombia es el país con mayor índice de desplazados internos por motivo de la violencia criminal y el conflicto interno, un renglón en el que supera a Siria.

Y para más problemas en los que lleva una pesada “medalla de oro”, Colombia es uno de los países más peligrosos para los activistas sociales y de derechos humanos. Tan solo a comienzos del año, en enero se reportó el asesinato de un líder social por día.",https://redradiove.com/ranking-de-transparencia-colombia-es-el-pais-mas-corrupto-del-mundo/
292,FALSE,Política,Mediterráneo Digital,Ser gay o LGTBI sumará puntos para ser funcionario,"El Tribunal Administrativo de Contratación Pública de Galicia ha anulado el concurso abierto por el gobierno local de A Coruña para contratar el Espazo Diverso, cuyo objetivo era crear un espacio municipal para «las diversidades sexuales e identidades de género», y al que se habían destinado 361,478,44 euros públicos.

El tribunal, que tomó esa decisión por considerar que vulnera los Noticia 145.5 y 146 de la ley de contratos públicos, intervino a raíz de un recurso presentado por la Asociación Galega para a Saúde Sexual, que impugnó una de las cláusulas de adjudicación que recogía el concurso.

Ese criterio otorgaba hasta cinco puntos a las empresas que se comprometiesen a subcontratar al menos un 25 % de los trabajadores entre personas LGTBQI, es decir con orientaciones sexuales distintas a la heterosexualidad. 

En su recurso, la Asociación Galega para a Saúde Sexual reconocía la «buena voluntad» de la Concejalía de Igualdade, que dirige Rocío Fraga, al incluir esa cláusula que considera una supuesta discriminación positiva, pero recordaba que no hay un marco legal que la respalde, ya que la normativa vigente no recoge la discriminación positiva por orientación sexual.

Es más, la entidad planteaba que la futura empresa adjudicataria podría estar incurriendo en una «acción directa o indirectamente discriminatoria» al subcontratar a personal de acuerdo a su orientación sexual, tal y como recoge el Noticia 145 de la ley. Más allá de ese punto, la asociación también se preguntaba «como puede acreditar un/una trabajadora su orientación sexual» a la hora de ser contratado». Por ello, no estaría garantizado que las ofertas fuesen analizadas en «competencia efectiva».

Por otra parte, señalaba que se podría incumplir otra vez el marco legal cuando la adjudicataria solicitase a los aspirantes a un puesto de trabajo que detallasen su orientación sexual.

Una de las cláusulas otorgaba hasta cinco puntos a las empresas que se comprometiesen a subcontratar al menos un 25 % de los trabajadores entre personas LGTBIQ. Ser homosexual, en España, ya es un valor añadido.",https://www.mediterraneodigital.com/espana/galicia/ser-gay-o-lgtbi-sumara-puntos-para-ser-funcionario
293,FALSE,Política,El Expediente,"Video: redadas en el banco Vaticano, el Diacono Sonnante reitera denuncias sobre cuenta de Santos en el Vaticano","A comienzos de éste año todos los medios de comunicación tradicionales del país, sin excepción alguna, quisieron darle una lección de periodismo a El Expediente y de paso una mano al expresidente Santos desmintiendo al unísono y sin ningún esfuerzo investigativo una nota publicada por éste portal.

Se trataba de una denuncia del 9 de enero de 2019 titulada ‘la multimillonaria cuenta secreta de Santos en el banco del Vaticano’ en la cual revelamos con base en información entregada por el Diacono argentino Jorge Sonnante que el expresidente de Colombia JMS tendría relación con una cuenta a nombre de Global Tuition & Education Insurance Corporation, la misma compañía que apareció en los ´Papeles del paraíso’ y en la que fue socio del exministro Gabriel Silva Luján.

Aunque en Colombia los medios y hasta los hijos de Juan Manuel Santos, Esteban y Martín, intentaron ridiculizar y trivializar la información, las autoridades del Vaticano se la tomaron en serio y pese a que la Santa Sede procedió como procedería cualquier grupo de poder, desmintiendo velozmente nuestra publicación mediante un escueto comunicado negando que el expresidente tuviera relación con el IOR, las autoridades vaticanas, que no dependen del clero, si comenzaron una investigación interna que comenzó a dar sus primeros frutos.

La policía fiscal vaticana en cabeza del promotor de Justicia (fiscal) del Estado pontificio Gian Piero Milano, y por su adjunto, Alessandro Diddi incautaron éste martes documentación y discos duros en la Secretaría de Estado de la Santa Sede ‘después de recibir el pasado verano una serie de denuncias sobre operaciones financieras’. Según el corto comunicado oficial, la diligencia tiene como propósito analizar «operaciones financieras llevadas a cabo desde hace tiempo luego de denuncias recibidas el pasado verano».

En efecto, la única denuncia pública a nivel mundial registrada con relación al Instituto de Obras Religiosas IOR ‘el pasado Verano’ es la que apareció publicada en El Expediente en Colombia y en Argentina por el Diacono Sonnante.",https://elexpediente.co/video-redadas-el-banco-del-vaticano-el-diacono-sonnante-reitera-denuncias-sobre-cuenta-de-santos-en-el-vaticano/
294,FALSE,Sociedad,Enigma Planetario,Keanu Reeves confiesa que la élite de Hollywood usa «la sangre de los bebés para drogarse»,"Las élites de Hollywood usan «la sangre de los bebés para drogarse», según Keanu Reeves, quien advierte que «esta gente cree que mientras más inocente sea el niño, y cuanto más sufra antes de que muera, mejor será su nivel». Las revelaciones que están saliendo de Hollywood ahora, te digo, son solo la punta del iceberg», dijo Keanu Reeves en Milán, Italia, donde exhibió tres motos que diseñó para una compañía que  fundó en 2007.

Al explicar que se está «construyendo  un futuro» donde está «libre de los grilletes de Hollywood», la estrella de John Wick habló con repugnancia sobre «el lugar del niño en Hollywood».

«Los niños son venerados, son puestos en pedestales, pero también son torturados, violados, asesinados y consumidos de diversas maneras. Ellos son moneda. Y me entristece decir que esta práctica parece estar cada vez más abierta en esos círculos en los últimos años». Keanu, cuya hermana menor sufría de leucemia, considera «inconcebible» que alguien pueda «ser tan egoísta como para destruir la vida de un joven para su propio placer personal».

«Pero ese es el tipo de persona que dirige Hollywood», dijo Keanu Reeves, quien donó el 70% de sus ganancias de la trilogía de Matrix a hospitales que tratan a niños con cáncer. «Estas personas son sociópatas, pura y simplemente».

«Lo ven como el colmo definitivo. Dicen que les da vida. Cuanto más sufría el niño, más miedo y adrenalina hormonal tenía en su sistema en el momento de la muerte, mayor era el efecto sobre las personas que consumen esa sangre. Ellos viven para esto».

Según Keanu Reeves, el número de élites de Hollywood que participan en el abuso ritual de los niños y la práctica de beber su sangre no es insignificante.

«Algunos de estos tipos llevan botellas de sangre. Lo llaman ‘vino tinto’. Pero ellos no lo ocultan.»

«Por lo que entiendo, hay una cadena de suministro que ofrece a los niños pequeños regularmente. Los he oído referirse a tiempos de hambre, tiempos de fiesta.»

«Durante mucho tiempo pensé que era una broma o un lenguaje codificado. No pensé que podría ser lo que parecía ser», dijo Rifs, quien explicó» pero luego me invitaron a la mansión de un magnate famoso y tenía dos bebés muertos en su refrigerador.  Me asusté, rompí las cosas de este tipo, le rompí la nariz.

«Llamé a la policía y me dijeron que sonaba loco.» A pesar de ser una de las estrellas de Hollywood más rentables, Keanu Reeves ha permanecido como un extraño, a menudo regalando enormes cantidades de dinero a causas benéficas, o aquellos con menos recursos. Su mejor amigo, River Phoenix, murió joven. Su esposa, Jennifer Symes, dio a luz a un niño muerto en 1999 y luego murió 18 meses después.

Keanu ha visto suficiente muerte en su vida. Él no quiere gloriarse de la muerte de bebés, o participar en los rituales satánicos practicados por la élite de Hollywood.

«Solo espero que con toda la suciedad que sále de Hollywood ahora, la gente empiece a despertar y darse cuenta de lo que está pasando allí. No se puede esperar que la gente lo asimile todo de una vez».

«Hasta entonces, estas personas seguirán saliéndose con la suya.»

Keanu sigue siendo la única estrella de Hollywood que no posee una mansión, y ha dedicado los últimos años al desarrollo de Arch, el negocio de motocicletas personalizado que cofundó, afirmando que ve su futuro «lejos de Hollywood», y «trabajando con mis manos».

«A veces sueño con la quema destrucción de Hollywood «, dijo Keanu Reeves.",https://enigmaplanetario.blogspot.com/2020/11/keanu-reeves-confiesa-que-la-elite-de.html
295,FALSE,Covid-19,AFPFactual,,"Cuando los negacionistas tienen un doctorado...
Dr. Andrew Wye PhD de Califòrnia 
Tengo un doctorado en virología e inmunología.  Soy un científico de laboratorio clínico y he analizado 1500 muestras de Covid 19 ""supuestamente"" positivas recogidas aquí en el sur de California.  Cuando mi equipo de laboratorio y yo hicimos las pruebas a través de los postulados de Koch y la observación bajo un SEM (microscopio electrónico de barrido), encontramos NO Covid en ninguna de las 1500 muestras.  Lo que encontramos fue que todas las 1500 muestras eran en su mayoría influenza A y algunas influenza B, pero ni un solo caso de Covid, y no usamos el B.S.  Prueba de PCR.  Luego enviamos el resto de las muestras a Stanford, Cornell y algunos de los laboratorios de la Universidad de California y encontraron los mismos resultados que nosotros, SIN COVID.  Encontraron influenza A y B. Luego, todos hablamos con los CDC y les pedimos muestras viables de COVID, que los CDC dijeron que no podían proporcionar porque no tenían ninguna muestra.
 Ahora hemos llegado a la firme conclusión a través de toda nuestra investigación y trabajo de laboratorio, que el COVID 19 era imaginario y ficticio.  La gripe se llamaba Covid y la mayoría de los 225.000 muertos murieron por enfermedades concomitantes como enfermedades cardíacas, cáncer, diabetes, enfisema, etc. y luego contrajeron la gripe que debilitó aún más su sistema inmunológico y murieron.  Todavía tengo que encontrar una sola muestra viable de Covid 19 con la que trabajar.
 Nosotros, en las 7 universidades que hicieron las pruebas de laboratorio en estas 1500 muestras, ahora estamos demandando a los CDC por fraude de Covid 19.  el CDC aún tiene que enviarnos una sola muestra viable, aislada y purificada de Covid 19. Si no pueden o no quieren enviarnos una muestra viable, digo que no hay Covid 19, es ficticio.  Los cuatro Noticia de investigación que describen los extractos genómicos del virus Covid 19 nunca lograron aislar y purificar las muestras.  Los cuatro Noticia escritos en Covid 19 solo describen pequeños fragmentos de ARN que tenían solo 37 a 40 pares de bases de largo, lo que NO ES UN VIRUS.  Un genoma viral es típicamente de 30.000 a 40.000 pares de bases.  Con lo malo que se supone que es Covid por todas partes, ¿cómo es que nadie en ningún laboratorio del mundo ha aislado y purificado este virus en su totalidad?  Eso es porque en realidad nunca encontraron el virus, todo lo que encontraron fueron pequeños fragmentos de ARN que, de todos modos, nunca fueron identificados como el virus.
 Entonces, lo que estamos tratando es simplemente otra cepa de gripe como cada año, COVID 19 no existe y es ficticio.  
 Dr. Andrew Wye PhD",https://www.facebook.com/fernando.huergacuenca/posts/3735829316439682
298,FALSE,Sociedad,Mediterráneo Digital,Detenidos 6 marroquíes en Cádiz por violar analmente a dos niñas españolas de 12 años,"Otro caso aislado que no saldrá por televisión. No te contará la prensa. Y que tampoco copará las portadas de los principales medios de comunicación. ¿Qué pasaría si los agresores fueran blancos, heterosexuales y españoles? Los colectivos feministas ya calentarían motores para volver a quemar las calles de nuestro país.

Agentes de la Policía Nacional han detenido en Cádiz a seis menores marroquíes acusados de cometer aberrantes abusos sexuales a dos niñas de 12 años de edad.

Los hechos ocurrieron el pasado 7 de septiembre, cuando (supuestamente) un grupo de magrebíes habría violado a dos menores españolas en la calle Medina Sidonia de la ciudad andaluza.

Alertados por diversos vecinos, una patrulla de la policía pudo identificar a los autores de la violación grupal. Fueron detenidos y ya han pasado a disposición judicial. Todos son de nacionalidad marroquí.

Las dos niñas, trasladadas por los servicios de urgencia, fueron sometidas a una exhaustiva revisión médica, que certificó los abusos sexuales. Según el informe médico, recibieron seis puntos de sutura en el ano. Actualmente, y según las mismas fuentes, están en tratamiento psiquiátrico. A los seis agresores ya se les ha asignado un abogado de oficio y están a la espera de juicio. Como para la Ley española son menores, son prácticamente inimputables.",https://www.mediterraneodigital.com/sucesos-espana/se1/detenidos-6-marroquies-en-cadiz-por-violar-analmente-a-dos-ninas-espanolas-de-12-anos
299,FALSE,Covid-19,AFPFactual,55 personas mueren en EEUU tras recibir la vacuna anti-COVID-19,"Al menos 55 personas mueren en EE.UU. tras recibir la vacuna estadounidense Moderna y Pfizer-BioNTech contra el nuevo coronavirus, causante de la COVID-19.

Así lo ha informado el sábado el Sistema para Reportar Reacciones Adversas a las Vacunas (VAERS, por sus siglas en inglés), que es un sistema de datos federal, según el portal estadounidense The Epoch Times. En algunos casos, los pacientes murieron pocos días después de recibir la vacuna anti-COVID-19.

En un caso, un hombre de 66 años, residente de un hogar de ancianos en Colorado, tenía sueño y se quedó en la cama un día después de recibir la vacuna Moderna. Al día siguiente, el residente “fue observado en la cama, inmóvil, pálido, con los ojos medio abiertos y espuma saliéndole de la boca y sin responder”, indica el informe del VAERS. “No respiraba y no tenía pulso”, añade.

En otro ejemplo, un hombre de 93 años de Dakota del Sur fue vacunado con la inyección Pfizer-BioNTech el 4 de enero, alrededor de las 11.00h, hora local. Aproximadamente dos horas después, dijo que se sentía cansado y no podía continuar con la fisioterapia que estaba haciendo. Luego, lo regresaron a su habitación, donde dijo que le pesaban las piernas. Poco después, dejó de respirar. Además de las muertes, la gente también ha informado de 96 eventos potencialmente mortales tras la vacunación, así como 225 hospitalizaciones y 1388 visitas a la sala de emergencias. No obstante, las autoridades sanitarias estadounidenses dicen que se están investigando los efectos secundarios de las vacunas y afirmas que son seguras.",https://www.hispantv.com/Noticia/salud/485847/vacuna-coronavirus-eeuu-muertos?fbclid=IwAR3EkmAoms-MN0nevjnMG-Z6787rpraHuqbpQDFh6eklQlNY-dC2Bw7Tn9o
303,FALSE,Política,Oiga Noticia,Bogotá le quedó grande a Claudia López,"A Claudia López le quedó grande gobernar Bogotá y se le desató un caos de criminales y vándalos que están quemando la ciudad. Como ninguna de sus políticas funcionan ante la improvisación y negligencia que maneja su administración, les pide a los bogotanos que deben llegar temprano a sus casas.

Ella como gobernante no debe pedir que las personas se encierren temprano por miedo, debe brindar seguridad y garantizar el orden público. “Le pido a la ciudadanía que como me quedó grande la ciudad lleguen antes de las 7:00 PM a sus casas para que no sean víctimas de mi ineptitud”",https://oigaNoticia.com/2020/09/13/bogota-le-quedo-grande-a-claudia-lopez/
304,FALSE,Sociedad,COPE,"Oficina del Defensor del Hombre y sus Hijos: ""Cada año casi 4.000 hombres se suicidan por no poder verlos""","Según datos del Centro Nacional de Desaparecidos, dependiente del Ministerior del Interior, solo el año pasado fueron secuestrados por uno de sus padres 320 niños. En los últimos nueve años 2.731. En más del 65 por ciento de los casos es la madre la que se los lleva.

Este miércoles en 'Herrera en COPE' hemos hablado con los oyentes sobre la sustracción internacional de menores. Entre todas las llamadas ha destacado la de Jesús Sanz, que en 2002 fundó la Oficina del Defensor del Hombre y sus Hijos.
Aunque ha dicho que ""hay hombres que no merecen ni calificación"", hay ""muchísimos más hombres con este problema que mujeres"". A su juicio, ""no es un problema de que la mujer se los lleve a otro sitio, no es necesario, simplemente no pueden ver a sus hijos"".

En este sentido, el oyente ha dicho que ""cada año casi 4.000 hombres se suicidan"" como consecuencia de este problema. Algunos de ellos ""se dejan morir de hambre"".

El oyente ha lamentado que los secuestros de menores por uno de sus progenitores están ""perjudicando a la familia"", si bien cree que parece que esta cuestión ""no importa a la sociedad española"". 
""Mi problema empezó en 1999 y ahora es terrible"", ha finalizado.",https://web.archive.org/web/20191219082944/https://www.cope.es/programas/herrera-en-cope/la-hora-de-los-fosforos/Noticia/oficina-del-defensor-del-hombre-sus-hijos-cada-ano-casi-4000-hombres-suicidan-por-poder-verlos-20191218_576893
305,FALSE,Covid-19,mpr21,El Tribunal Constitucional de Austria prohibe las mascarillas en las escuelas,"Tras la declaración oficial de pandemia, en mayo el gobierno austriaco, una coalición de reaccionarios y ecologistas, impuso dos medidas a los colegios públicos. Una fue el uso obligatorio de mascarillas por los jóvenes y los docentes y el otro la división de las aulas para que acudieran alternativamente unos días una parte de los alumnos, que el resto de la semana debían permanecer en sus domicilios.

Todas las personas presentes en los edificios escolares, excepto durante el recreo, debían llevar un dispositivo de protección, cubriendo la boca y la nariz, decía la orden gubernamental.

Desde entonces los padres de dos niños iniciaron un calvario judicial que acabó el miércoles en el Tribunal Constitucional con la declaración de que las mascarillas obligatorias y la alternancia de clases violaban el principio de igualdad, el derecho a la intimidad y el derecho a la educación.

Ambas medidas tomadas por el gobierno son “ilegales”, según el Tribunal Constitucional, porque el ministro de Sanidad no ha sido capaz de explicar de manera comprensible por qué considera necesarias las medidas controvertidas para frenar la pandemia.

En Austria las mascarillas ya padecieron un revés el mes pasado. El Ministerio de Salud encargó a las cuatro universidades austríacas un estudio para analizar la propagación del coronavirus en las escuelas. La conclusión fue que había “poca” y, además, que no había “una diferencia significativa entre los niños y los maestros”.

Los investigadores realizaron pruebas a 10.156 alumnos y profesores asintomáticos de primaria y secundaria al azar en 243 escuelas de todo el país entre el 28 de septiembre y el 22 de octubre. Sólo 40 de ellos eran portadores del virus, con una prevalencia del 0,39 por ciento. Entre los niños, el 0,37 por ciento eran positivos, en comparación con el 0,57 por ciento de los adultos, una diferencia demasiado pequeña para ser significativa, según el estudio.

Lo mismo que en otros países, en Austria la obligatoriedad de las mascarillas ha sido poco más que un cachondeo. En marzo quisieron imponerla sólo en los supermercados, porque no había para toda la población. “La situación en el mercado mundial es tensa”, dijo el canciller austriaco Sebastian Kurz el 29 de marzo.

¿Cómo remediar la obligatoriedad cuando hay carencia? La solución la dio el propio Kurz: las mascarillas caseras también sirven, siempre y cuando cubran la boca y la nariz de las personas. Cualquier trapo era suficiente. Una auténtica tomadura de pelo.

En Chequia ocurrió algo parecido. Desde el primer minuto obligaron a la población a ponerse unas mascarillas que no existían y el Presidente del gobierno, Andrej Babis, escribió en su cuenta de Twitter que bastaba con ponerse una de tela porque reducía la propagación del virus en un 80 por ciento.

En Eslovenia fue mucho peor: además de las mascarillas obligaron a la población a ponerse guantes. El delirio ha alcanzado grados muy diversos según cada gobierno.",https://mpr21.info/el-tribunal-constitucional-de-austria-prohibe-las-mascarillas-en-las-escuelas/
306,FALSE,Covid-19,AFPFactual,,"APARECE NUEVO BROTE DE EXTRAÑO VIRUS MORTAL, OMS EN ALERTA

Por si no tuvieramos poco con la pandemia mundial por el Covid-19 que está sacudiendo al mundo entero este 2020, la Organización Mundial de la Salud (OMS) alerta ahora de un nuevo brote mortal del virus Nipah en India.Este extraño virus se identificó hace más de 20 años en Malasia y es prácticamente mortal (tiene una tasa de letalidad de más del 70%), al no conocerse medicamentos ni vacuna para hacerle frente.

Ataca al cerebro y produce síntomas de gripe que llevan a un síndrome respiratorio. Quien logra sobrevivir lo hace frecuentemente con secuelas neurológicas.Según información facilitada por The New york Times, la transmisión a humanos del virus Nipah se da a través del contacto directo con murciélagos, cerdos o personas infectadas.

Su período de incubación es de 5 a 14 días y los síntomas pueden durar entre tres días y dos semanas. Las principales fuentes de contagio son los fluidos, como la saliva y la sangre.En las últimas semanas se reportado en India 18 nuevos casos de Nipah en la zona de Kerala (suroeste del país), que se ha cobrado la vida de 17 personas.

Un dato sin duda estremecedor, pues avisa de la gravedad de la enfermedad, descubierta en 1998 entre los criadores de cerdos de Malasia. En aquel momento, el virus mató a más de 100 personas.Se teme que el virus Nipah pueda extenderse a Dubai, dado el alto flujo de trabajadores indios que se trasladan frecuentemente a este país.

De esta forma, el peligroso virus resulta ser estadísticamente más mortal que el Covid-19, por lo que autoridades sanitarias a nivel mundial están en alerta sobre los casos que se han registrado las últimas horas en la India.",Perma | APARECE NUEVO BROTE DE EXTRAÑO VIRUS... - Carmen Despierta Noticia | Facebook
309,FALSE,Política,AFPFactual,,"Juanma Moreno Bonilla, presidente de la Junta de Andalucía, se ha metido en el bolsillo 1,2M€ desde que entró en política. Tras los 600.000 euros que le adjudica Bárcenas en la Caja B del PP ha declarado: ""Lo que sucedió hace una década sucedió hace una década""",https://twitter.com/FonsiLoaiza?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1359079616506449921%7Ctwgr%5E%7Ctwcon%5Es1_&ref_url=https%3A%2F%2Fwww.efe.com%2Fefe%2Fespana%2Fefeverifica%2Fmoreno-no-ha-reconocido-que-barcenas-le-diera-600-000-euros-ni-su-nombre-esta-en-la-contabilidad-b-del%2F50001435-4472085
313,FALSE,Sociedad,Mediterráneo Digital,"¡Alerta sanitaria! Inmigrantes con sarna, tuberculosis y VIH contagian a la Policía Nacional","La transmisión de un caso de sarna a una agente de la autoridad en el Centro de Estancia Temporal de Inmigrantes (CETI) de Motril, que también contagió a su marido y a su hijo, ha desencadenado una reacción de los sindicatos policiales de la provincia. Lo publica El Ideal de Granada.

Jusapol (Justicia Salarial Policial) ha lamentado la falta de recursos, tanto técnicos y humanos, para la correcta atención a los inmigrantes y para que la Policía Nacional pueda desarrollar su trabajo con totales garantías. «Somos policías, no médicos», ha manifestado el portavoz de Jusapol en Granada, Antonio López 'Tobi', quien asegura que ahora mismo se están valorando posibles medidas de protesta, descartando la huelga, para visualizar el problema del déficit de personal y de medios. «Es el Gobierno quien tiene que arbitrar soluciones», agrega.

El Sindicato Unificado de Policía (SUP) ha denunciado hoy que los controles sanitarios a la llegada a los centros de acogida de los inmigrantes que llegan en pateras y los medios para los policías que les atienden son insuficientes.

Así lo ha señalado el portavoz del SUP, Ramón Cosío, quien ha censurado la «sistemática omisión» por parte de la Dirección General de la Policía y del Ministerio del Interior de sus obligaciones en materia de salud y riesgos laborales.
Por ello, el sindicato mayoritario de la Policía demanda «una vez más que se pongan los medios suficientes para que los policías que realizan estos servicios de atención a los inmigrantes lo hagan con las mayores garantías posibles».

Tal y como explican fuentes del SUP el pasado día 2 se dotó a los agentes de Motril y de la Jefatura de Granada de nuevas mascarillas y guantes largos después de las denuncias del sindicato por la falta de medios de autoprotección para evitar el contagio no sólo de la sarna, sino también de otras enfermedades infecto-contagiosas.

Las fuentes también indican que los abogados que atienden a inmigrantes no usan ni guantes ni mascarillas y que se traslada a inmigrantes menores contagiados en vehículos camuflados que luego no son desinfectados.

Y recuerdan que debido al gran número de inmigrantes que llegan las costas de Motril, se está alojando a muchos de ellos en un pabellón deportivo a las afueras de esta localidad.

En suma, el SUP denuncia que el control sanitario al que son sometidos los inmigrantes no es el mejor posible y como ejemplo, relata que la pasada semana entró una patera en la que los inmigrantes fueron etiquetados como sanos, pero unas horas después dos de ellos tuvieron que ser trasladados por estar infectados de tuberculosis y sida.
",https://www.mediterraneodigital.com/espana/nacional/alerta-sanitaria-inmigrantes-con-sarna-tuberculosis-y-vih-contagian-a-la-policia-nacional
315,FALSE,Covid-19,AFPFactual,,"_ ojala sea verdad a Dios pido !

Noticia de última hora de CNN: - * _

*Dr. Li Wenliang *, el héroe médico de China que fue castigado por decir la verdad sobre el Virus Corona y luego murió debido a la misma enfermedad, había documentado archivos de casos con fines de investigación y había propuesto en los archivos una cura que disminuiría significativamente el impacto del COVID. 19 Virus en el cuerpo humano. Los químicos * Methylxanthine *, * Theobromine * y * Theophylline * estimulan los compuestos que pueden evitar estos virus en un ser humano con al menos un sistema inmunitario promedio. Lo que es más sorprendente es que estas palabras complejas que eran tan difíciles de entender para las personas en China se llaman en realidad * Té * en India, SÍ, nuestro Té regular ya contiene todos estos químicos. La metilxantina principal en el té es la cafeína estimulante. Otras metilxantinas que se encuentran en el té son dos compuestos químicamente similares, teobromina y teofilina. La planta del té crea estos químicos como una forma de alejar a los insectos y otros animales. ¿Quién hubiera sabido que toda la solución a estos virus sería una simple taza de té? y esa es la razón por la que tantos pacientes en China están siendo curados. El personal del hospital en China comenzó a servir té a los pacientes 3 veces al día, y el efecto finalmente está en * Wuhan * ""El centro de esta pandemia"" ha sido contenido y la transmisión comunitaria casi se ha detenido.

Comparta este mensaje con sus amigos y familiares para informarles acerca de esta bendición en forma de té en su cocina.",Perma | LEUCOPERIODISMO Public Group | Facebook
